user_id,region,gender,funnel_stage,ad_platform,click_through_rate,conversion_rate
U0446,Gilgit-Baltistan,Other,Consideration,TikTok,0.05,0.06
U0447,Balochistan,Female,Purchase,TikTok,0.24,0.17
U0448,Balochistan,Male,Interest,YouTube,0.07,0.14
U0449,Punjab,Other,Awareness,YouTube,0.14,0.17
U0450,Sindh,Female,Loyalty,Facebook,0.18,0.07
U0451,Balochistan,Female,Purchase,YouTube,0.14,0.2
U0452,Sindh,Male,Loyalty,YouTube,0.01,0.04
U0453,Punjab,Other,Consideration,TikTok,0.12,0.16
U0454,Gilgit-Baltistan,Male,Awareness,Facebook,0.04,0.12
U0455,Punjab,Male,Consideration,Instagram,0.02,0.13
U0456,Balochistan,Other,Purchase,Instagram,0.13,0.12
U0457,Sindh,Female,Loyalty,Facebook,0.11,0.17
U0458,Sindh,Female,Loyalty,YouTube,0.03,0.17
U0459,Sindh,Female,Purchase,Facebook,0.05,0.2
U0460,KPK,Female,Awareness,Facebook,0.08,0.07
U0461,Sindh,Male,Consideration,YouTube,0.22,0.15
U0462,KPK,Other,Awareness,Instagram,0.05,0.1
U0463,Sindh,Male,Interest,Instagram,0.12,0.07
U0464,KPK,Other,Awareness,TikTok,0.06,0.02
U0465,KPK,Other,Interest,Facebook,0.06,0.05
U0466,Punjab,Other,Loyalty,Instagram,0.04,0.14
U0467,Gilgit-Baltistan,Male,Awareness,YouTube,0.04,0.18
U0468,Sindh,Female,Loyalty,YouTube,0.03,0.11
U0469,Gilgit-Baltistan,Male,Interest,Facebook,0.24,0.04
U0470,Gilgit-Baltistan,Female,Consideration,Instagram,0.02,0.11
U0471,KPK,Female,Purchase,Facebook,0.21,0.15
U0472,Sindh,Other,Consideration,YouTube,0.03,0.09
U0473,Gilgit-Baltistan,Female,Consideration,Facebook,0.06,0.15
U0474,KPK,Other,Awareness,TikTok,0.08,0.08
U0475,Gilgit-Baltistan,Male,Purchase,Instagram,0.2,0.11
U0476,Punjab,Male,Consideration,Facebook,0.2,0.04
U0477,Gilgit-Baltistan,Other,Loyalty,YouTube,0.18,0.07
U0478,KPK,Female,Loyalty,YouTube,0.19,0.1
U0479,KPK,Male,Purchase,YouTube,0.19,0.09
U0480,KPK,Male,Interest,Facebook,0.08,0.04
U0481,Gilgit-Baltistan,Female,Interest,Instagram,0.03,0.07
U0482,Punjab,Female,Awareness,Instagram,0.06,0.09
U0483,Punjab,Male,Purchase,Facebook,0.11,0.16
U0484,Punjab,Other,Awareness,TikTok,0.18,0.03
U0485,KPK,Other,Purchase,YouTube,0.08,0.17
U0486,Balochistan,Other,Consideration,TikTok,0.01,0.04
U0487,Punjab,Female,Consideration,YouTube,0.22,0.1
U0488,KPK,Male,Consideration,YouTube,0.24,0.13
U0489,KPK,Female,Interest,YouTube,0.08,0.19
U0490,Sindh,Male,Purchase,TikTok,0.24,0.09
U0491,Punjab,Female,Purchase,Instagram,0.02,0.1
U0492,KPK,Other,Consideration,YouTube,0.2,0.05
U0493,Punjab,Other,Loyalty,YouTube,0.22,0.17
U0494,Punjab,Other,Purchase,Instagram,0.17,0.19
U0495,Punjab,Other,Consideration,TikTok,0.13,0.06
U0496,Sindh,Male,Loyalty,Facebook,0.12,0.04
U0497,Gilgit-Baltistan,Other,Interest,TikTok,0.24,0.14
U0498,KPK,Other,Purchase,YouTube,0.17,0.14
U0499,Balochistan,Other,Awareness,TikTok,0.16,0.17
U0500,Gilgit-Baltistan,Female,Purchase,Instagram,0.1,0.13
U0501,Gilgit-Baltistan,Male,Awareness,Instagram,0.22,0.1
U0502,Balochistan,Other,Awareness,Instagram,0.12,0.07
U0503,Balochistan,Other,Purchase,Facebook,0.11,0.18
U0504,Punjab,Female,Purchase,Instagram,0.22,0.2
U0505,Gilgit-Baltistan,Other,Loyalty,Instagram,0.02,0.14
U0506,Gilgit-Baltistan,Other,Purchase,Instagram,0.19,0.17
U0507,Punjab,Male,Purchase,TikTok,0.24,0.1
U0508,Sindh,Female,Interest,Facebook,0.15,0.03
U0509,Gilgit-Baltistan,Male,Consideration,YouTube,0.11,0.07
U0510,KPK,Other,Purchase,Facebook,0.02,0.12
U0511,Punjab,Female,Purchase,Instagram,0.09,0.1
U0512,Gilgit-Baltistan,Female,Loyalty,Facebook,0.17,0.15
U0513,Punjab,Other,Awareness,YouTube,0.08,0.15
U0514,KPK,Female,Loyalty,Facebook,0.2,0.15
U0515,Punjab,Male,Loyalty,Instagram,0.17,0.08
U0516,Punjab,Male,Purchase,TikTok,0.1,0.1
U0517,Gilgit-Baltistan,Female,Interest,Facebook,0.03,0.11
U0518,Balochistan,Female,Consideration,TikTok,0.06,0.1
U0519,Balochistan,Other,Purchase,Instagram,0.11,0.1
U0520,Balochistan,Female,Consideration,Facebook,0.23,0.15
U0521,Punjab,Male,Interest,YouTube,0.22,0.03
U0522,KPK,Male,Loyalty,Instagram,0.06,0.02
U0523,Gilgit-Baltistan,Male,Interest,Instagram,0.07,0.09
U0524,Balochistan,Male,Purchase,Instagram,0.04,0.09
U0525,Sindh,Male,Purchase,YouTube,0.08,0.1
U0526,Balochistan,Other,Purchase,Instagram,0.06,0.02
U0527,Punjab,Other,Interest,YouTube,0.09,0.03
U0528,KPK,Male,Purchase,TikTok,0.13,0.02
U0529,KPK,Male,Consideration,Facebook,0.07,0.1
U0530,Sindh,Other,Consideration,Facebook,0.19,0.04
U0531,Gilgit-Baltistan,Female,Interest,Facebook,0.05,0.11
U0532,KPK,Male,Consideration,Facebook,0.22,0.13
U0533,Sindh,Female,Interest,Facebook,0.16,0.1
U0534,Gilgit-Baltistan,Male,Awareness,YouTube,0.2,0.11
U0535,Gilgit-Baltistan,Male,Purchase,YouTube,0.08,0.13
U0536,Punjab,Other,Awareness,Facebook,0.03,0.12
U0537,Sindh,Female,Awareness,TikTok,0.07,0.08
U0538,Gilgit-Baltistan,Male,Loyalty,Instagram,0.07,0.19
U0539,Sindh,Other,Purchase,Instagram,0.13,0.07
U0540,Balochistan,Male,Loyalty,YouTube,0.15,0.1
U0541,Balochistan,Female,Consideration,Instagram,0.14,0.08
U0542,Sindh,Male,Purchase,YouTube,0.23,0.01
U0543,Balochistan,Female,Loyalty,Instagram,0.09,0.11
U0544,Sindh,Female,Consideration,TikTok,0.17,0.18
U0545,Sindh,Other,Awareness,Facebook,0.15,0.11
U0546,KPK,Other,Awareness,Instagram,0.05,0.04
U0547,Gilgit-Baltistan,Female,Awareness,YouTube,0.16,0.11
U0548,Sindh,Other,Consideration,YouTube,0.1,0.13
U0549,KPK,Other,Awareness,Facebook,0.24,0.17
U0550,Gilgit-Baltistan,Male,Consideration,TikTok,0.15,0.16
U0551,Balochistan,Male,Purchase,TikTok,0.18,0.12
U0552,KPK,Male,Interest,YouTube,0.04,0.1
U0553,Sindh,Other,Purchase,YouTube,0.05,0.12
U0554,Gilgit-Baltistan,Male,Loyalty,Facebook,0.14,0.12
U0555,KPK,Male,Purchase,TikTok,0.15,0.08
U0556,Punjab,Female,Loyalty,TikTok,0.04,0.19
U0557,Gilgit-Baltistan,Female,Awareness,Facebook,0.19,0.13
U0558,Punjab,Female,Loyalty,TikTok,0.24,0.2
U0559,Punjab,Female,Consideration,YouTube,0.17,0.06
U0560,Punjab,Female,Consideration,YouTube,0.22,0.13
U0561,Sindh,Male,Purchase,Instagram,0.23,0.2
U0562,Balochistan,Other,Interest,Instagram,0.05,0.16
U0563,Punjab,Other,Consideration,Instagram,0.15,0.17
U0564,Balochistan,Other,Purchase,TikTok,0.13,0.09
U0565,KPK,Female,Loyalty,YouTube,0.22,0.04
U0566,Sindh,Male,Awareness,Facebook,0.18,0.12
U0567,Gilgit-Baltistan,Other,Purchase,Facebook,0.18,0.2
U0568,KPK,Male,Purchase,Instagram,0.08,0.08
U0569,Gilgit-Baltistan,Male,Awareness,Facebook,0.16,0.19
U0570,Gilgit-Baltistan,Other,Interest,Facebook,0.04,0.16
U0571,Balochistan,Female,Interest,Instagram,0.08,0.17
U0572,Balochistan,Female,Purchase,Instagram,0.13,0.02
U0573,Sindh,Other,Consideration,Instagram,0.11,0.06
U0574,KPK,Male,Purchase,Instagram,0.07,0.09
U0575,Sindh,Male,Consideration,Facebook,0.05,0.16
U0576,KPK,Female,Interest,Instagram,0.18,0.19
U0577,Gilgit-Baltistan,Male,Loyalty,YouTube,0.18,0.09
U0578,Sindh,Male,Loyalty,Instagram,0.2,0.15
U0579,Sindh,Male,Loyalty,TikTok,0.09,0.08
U0580,Punjab,Female,Loyalty,Facebook,0.18,0.03
U0581,Balochistan,Other,Consideration,Facebook,0.16,0.17
U0582,Sindh,Male,Consideration,Instagram,0.01,0.18
U0583,KPK,Other,Consideration,Facebook,0.24,0.07
U0584,Balochistan,Male,Awareness,TikTok,0.03,0.01
U0585,Sindh,Female,Consideration,Instagram,0.16,0.06
U0586,Punjab,Other,Awareness,Instagram,0.07,0.07
U0587,Balochistan,Female,Interest,TikTok,0.03,0.17
U0588,KPK,Female,Consideration,Facebook,0.22,0.12
U0589,Gilgit-Baltistan,Male,Awareness,Instagram,0.01,0.12
U0590,Punjab,Male,Loyalty,YouTube,0.14,0.1
U0591,Balochistan,Male,Interest,Facebook,0.09,0.12
U0592,Punjab,Female,Consideration,Facebook,0.02,0.05
U0593,Balochistan,Male,Consideration,TikTok,0.12,0.09
U0594,Balochistan,Male,Consideration,YouTube,0.22,0.19
U0595,Punjab,Other,Consideration,TikTok,0.25,0.05
U0596,Punjab,Female,Interest,TikTok,0.15,0.01
U0597,Sindh,Male,Loyalty,Instagram,0.15,0.19
U0598,KPK,Male,Interest,Instagram,0.17,0.07
U0599,Gilgit-Baltistan,Male,Consideration,TikTok,0.17,0.14
U0600,KPK,Female,Awareness,Instagram,0.1,0.07
U0601,Balochistan,Male,Purchase,YouTube,0.02,0.02
U0602,Balochistan,Female,Interest,TikTok,0.11,0.06
U0603,KPK,Female,Purchase,Instagram,0.12,0.15
U0604,Punjab,Male,Awareness,TikTok,0.1,0.1
U0605,Sindh,Male,Purchase,TikTok,0.06,0.14
U0606,Sindh,Other,Awareness,Facebook,0.18,0.07
U0607,KPK,Other,Awareness,Instagram,0.17,0.16
U0608,Balochistan,Other,Purchase,Facebook,0.02,0.01
U0609,Gilgit-Baltistan,Female,Interest,Instagram,0.17,0.12
U0610,Balochistan,Female,Purchase,YouTube,0.13,0.02
U0611,Gilgit-Baltistan,Other,Interest,TikTok,0.08,0.09
U0612,Gilgit-Baltistan,Female,Interest,Instagram,0.1,0.05
U0613,Sindh,Female,Purchase,Facebook,0.15,0.03
U0614,Sindh,Female,Purchase,Instagram,0.22,0.15
U0615,Punjab,Female,Awareness,Facebook,0.25,0.11
U0616,Balochistan,Female,Awareness,TikTok,0.1,0.07
U0617,Gilgit-Baltistan,Other,Loyalty,YouTube,0.14,0.18
U0618,Gilgit-Baltistan,Male,Loyalty,Instagram,0.06,0.12
U0619,Balochistan,Male,Awareness,Facebook,0.24,0.06
U0620,Punjab,Female,Consideration,TikTok,0.16,0.13
U0621,KPK,Male,Interest,TikTok,0.02,0.13
U0622,Balochistan,Male,Interest,Facebook,0.07,0.08
U0623,Punjab,Male,Loyalty,YouTube,0.16,0.04
U0624,Gilgit-Baltistan,Female,Consideration,YouTube,0.09,0.17
U0625,Sindh,Female,Awareness,Instagram,0.11,0.02
U0626,Balochistan,Other,Interest,Facebook,0.17,0.08
U0627,KPK,Female,Awareness,YouTube,0.18,0.05
U0628,Sindh,Female,Awareness,Instagram,0.05,0.09
U0629,Gilgit-Baltistan,Male,Interest,TikTok,0.03,0.04
U0630,Balochistan,Female,Awareness,YouTube,0.25,0.09
U0631,Gilgit-Baltistan,Male,Interest,Facebook,0.09,0.02
U0632,Punjab,Other,Consideration,TikTok,0.18,0.05
U0633,Punjab,Female,Awareness,Facebook,0.2,0.11
U0634,Balochistan,Other,Interest,Instagram,0.06,0.12
U0635,Sindh,Female,Purchase,YouTube,0.03,0.16
U0636,Sindh,Female,Loyalty,Instagram,0.02,0.18
U0637,Balochistan,Female,Purchase,Instagram,0.14,0.15
U0638,Gilgit-Baltistan,Female,Consideration,TikTok,0.05,0.16
U0639,Balochistan,Male,Purchase,Instagram,0.02,0.11
U0640,Gilgit-Baltistan,Other,Interest,Instagram,0.23,0.06
U0641,KPK,Male,Interest,Facebook,0.25,0.09
U0642,Punjab,Other,Purchase,Facebook,0.02,0.15
U0643,Sindh,Female,Interest,TikTok,0.09,0.1
U0644,Gilgit-Baltistan,Male,Purchase,Instagram,0.24,0.14
U0645,Gilgit-Baltistan,Female,Purchase,TikTok,0.1,0.06
U0646,KPK,Other,Consideration,TikTok,0.21,0.19
U0647,KPK,Female,Awareness,Facebook,0.21,0.08
U0648,Balochistan,Other,Loyalty,Instagram,0.23,0.06
U0649,Sindh,Female,Interest,TikTok,0.09,0.07
U0650,Gilgit-Baltistan,Female,Awareness,YouTube,0.17,0.01
U0651,Sindh,Other,Interest,TikTok,0.02,0.11
U0652,Gilgit-Baltistan,Male,Interest,TikTok,0.18,0.13
U0653,Gilgit-Baltistan,Female,Consideration,Instagram,0.05,0.07
U0654,Punjab,Female,Purchase,YouTube,0.22,0.13
U0655,KPK,Male,Purchase,Facebook,0.13,0.11
U0656,KPK,Other,Awareness,TikTok,0.24,0.18
U0657,KPK,Female,Awareness,YouTube,0.09,0.17
U0658,Gilgit-Baltistan,Female,Loyalty,YouTube,0.04,0.13
U0659,KPK,Female,Awareness,Facebook,0.19,0.07
U0660,KPK,Other,Interest,Facebook,0.01,0.08
U0661,KPK,Female,Consideration,TikTok,0.03,0.08
U0662,Balochistan,Male,Purchase,TikTok,0.13,0.16
U0663,Gilgit-Baltistan,Female,Awareness,Instagram,0.02,0.17
U0664,KPK,Other,Loyalty,Instagram,0.09,0.11
U0665,KPK,Other,Purchase,Facebook,0.08,0.02
U0666,Sindh,Female,Purchase,Instagram,0.14,0.1
U0667,Gilgit-Baltistan,Male,Consideration,Instagram,0.2,0.02
U0668,Punjab,Other,Awareness,YouTube,0.05,0.14
U0669,Punjab,Other,Loyalty,TikTok,0.1,0.05
U0670,KPK,Other,Awareness,Instagram,0.08,0.01
U0671,Balochistan,Female,Loyalty,Facebook,0.06,0.18
U0672,KPK,Other,Consideration,YouTube,0.15,0.08
U0673,Balochistan,Male,Awareness,Instagram,0.14,0.09
U0674,Punjab,Female,Purchase,YouTube,0.23,0.12
U0675,KPK,Other,Awareness,Facebook,0.11,0.19
U0676,KPK,Other,Loyalty,Facebook,0.13,0.12
U0677,Gilgit-Baltistan,Female,Interest,Instagram,0.02,0.03
U0678,Sindh,Other,Purchase,Facebook,0.05,0.09
U0679,Punjab,Male,Loyalty,Instagram,0.08,0.11
U0680,Balochistan,Male,Interest,Instagram,0.16,0.13
U0681,Sindh,Female,Purchase,TikTok,0.08,0.14
U0682,KPK,Male,Consideration,Facebook,0.15,0.16
U0683,Punjab,Other,Awareness,Instagram,0.1,0.04
U0684,Gilgit-Baltistan,Other,Consideration,Facebook,0.22,0.11
U0685,Balochistan,Female,Loyalty,TikTok,0.21,0.08
U0686,Gilgit-Baltistan,Other,Awareness,Instagram,0.07,0.13
U0687,Punjab,Female,Loyalty,YouTube,0.13,0.19
U0688,KPK,Female,Awareness,YouTube,0.02,0.11
U0689,Balochistan,Other,Purchase,YouTube,0.15,0.19
U0690,Punjab,Male,Interest,YouTube,0.01,0.19
U0691,Sindh,Female,Interest,YouTube,0.03,0.17
U0692,Balochistan,Male,Awareness,YouTube,0.11,0.15
U0693,Sindh,Male,Awareness,Instagram,0.05,0.09
U0694,Gilgit-Baltistan,Other,Loyalty,Instagram,0.21,0.07
U0695,Punjab,Male,Purchase,TikTok,0.14,0.11
U0696,KPK,Male,Loyalty,TikTok,0.01,0.16
U0697,KPK,Male,Awareness,Instagram,0.08,0.09
U0698,Gilgit-Baltistan,Female,Loyalty,TikTok,0.17,0.03
U0699,Punjab,Female,Awareness,YouTube,0.18,0.06
U0700,Balochistan,Male,Interest,TikTok,0.15,0.13
U0701,Punjab,Other,Purchase,YouTube,0.11,0.02
U0702,KPK,Female,Purchase,YouTube,0.08,0.16
U0703,Gilgit-Baltistan,Female,Interest,TikTok,0.15,0.17
U0704,Punjab,Male,Purchase,YouTube,0.15,0.14
U0705,Balochistan,Female,Purchase,Instagram,0.25,0.05
U0706,Balochistan,Male,Consideration,TikTok,0.22,0.05
U0707,Balochistan,Male,Consideration,TikTok,0.2,0.14
U0708,KPK,Female,Consideration,YouTube,0.11,0.07
U0709,Balochistan,Female,Purchase,YouTube,0.09,0.1
U0710,Sindh,Other,Interest,Facebook,0.05,0.19
U0711,Sindh,Male,Awareness,Facebook,0.2,0.14
U0712,Gilgit-Baltistan,Female,Loyalty,YouTube,0.2,0.1
U0713,Sindh,Female,Awareness,TikTok,0.16,0.19
U0714,Punjab,Female,Purchase,Instagram,0.21,0.05
U0715,Sindh,Female,Purchase,YouTube,0.04,0.09
U0716,Sindh,Female,Awareness,TikTok,0.1,0.17
U0717,Sindh,Male,Consideration,Instagram,0.09,0.17
U0718,Punjab,Male,Awareness,YouTube,0.08,0.1
U0719,Gilgit-Baltistan,Other,Awareness,Facebook,0.01,0.07
U0720,KPK,Female,Loyalty,Facebook,0.13,0.18
U0721,Gilgit-Baltistan,Other,Interest,Facebook,0.04,0.05
U0722,Sindh,Other,Consideration,YouTube,0.12,0.11
U0723,Punjab,Other,Loyalty,Facebook,0.08,0.14
U0724,Balochistan,Male,Interest,TikTok,0.06,0.13
U0725,KPK,Female,Loyalty,Facebook,0.24,0.07
U0726,Balochistan,Female,Awareness,YouTube,0.15,0.16
U0727,Balochistan,Female,Consideration,TikTok,0.23,0.17
U0728,Balochistan,Female,Consideration,Facebook,0.17,0.12
U0729,KPK,Female,Purchase,Facebook,0.08,0.08
U0730,Balochistan,Female,Awareness,Instagram,0.02,0.05
U0731,Punjab,Female,Loyalty,Facebook,0.25,0.18
U0732,Sindh,Other,Awareness,YouTube,0.19,0.14
U0733,Balochistan,Female,Purchase,Facebook,0.2,0.05
U0734,Punjab,Other,Loyalty,Facebook,0.16,0.09
U0735,Sindh,Male,Loyalty,TikTok,0.1,0.19
U0736,KPK,Female,Purchase,YouTube,0.05,0.19
U0737,Gilgit-Baltistan,Female,Interest,YouTube,0.13,0.02
U0738,Sindh,Female,Purchase,Instagram,0.11,0.16
U0739,Gilgit-Baltistan,Other,Consideration,YouTube,0.01,0.14
U0740,Balochistan,Female,Consideration,TikTok,0.03,0.08
U0741,Gilgit-Baltistan,Male,Consideration,Facebook,0.23,0.01
U0742,Balochistan,Other,Awareness,YouTube,0.17,0.08
U0743,Gilgit-Baltistan,Male,Awareness,Instagram,0.03,0.02
U0744,Balochistan,Female,Consideration,TikTok,0.16,0.11
U0745,KPK,Male,Consideration,Instagram,0.03,0.06
U0746,Punjab,Other,Loyalty,TikTok,0.1,0.19
U0747,Sindh,Female,Awareness,Facebook,0.23,0.07
U0748,Punjab,Female,Purchase,YouTube,0.15,0.19
U0749,Gilgit-Baltistan,Male,Purchase,YouTube,0.04,0.05
U0750,KPK,Male,Consideration,YouTube,0.05,0.09
U0751,KPK,Other,Purchase,Facebook,0.13,0.17
U0752,Balochistan,Male,Loyalty,Instagram,0.25,0.19
U0753,Sindh,Other,Awareness,YouTube,0.09,0.03
U0754,Gilgit-Baltistan,Male,Awareness,Facebook,0.15,0.17
U0755,KPK,Female,Interest,Facebook,0.08,0.11
U0756,Balochistan,Female,Awareness,YouTube,0.03,0.13
U0757,Punjab,Male,Consideration,YouTube,0.02,0.03
U0758,KPK,Male,Interest,TikTok,0.11,0.11
U0759,KPK,Male,Purchase,Facebook,0.19,0.12
U0760,Sindh,Female,Awareness,Instagram,0.12,0.19
U0761,Punjab,Male,Loyalty,TikTok,0.08,0.15
U0762,KPK,Other,Loyalty,TikTok,0.05,0.06
U0763,Gilgit-Baltistan,Other,Interest,YouTube,0.12,0.06
U0764,Gilgit-Baltistan,Female,Awareness,TikTok,0.06,0.03
U0765,Gilgit-Baltistan,Female,Interest,TikTok,0.12,0.01
U0766,Balochistan,Male,Awareness,TikTok,0.11,0.02
U0767,Balochistan,Female,Loyalty,Facebook,0.05,0.05
U0768,Balochistan,Other,Interest,TikTok,0.23,0.09
U0769,Punjab,Male,Awareness,YouTube,0.18,0.11
U0770,Gilgit-Baltistan,Other,Consideration,Instagram,0.03,0.09
U0771,Gilgit-Baltistan,Female,Purchase,YouTube,0.08,0.03
U0772,Sindh,Female,Awareness,Instagram,0.02,0.1
U0773,Sindh,Other,Loyalty,Instagram,0.06,0.12
U0774,Sindh,Male,Loyalty,YouTube,0.04,0.02
U0775,Sindh,Other,Awareness,TikTok,0.08,0.19
U0776,Gilgit-Baltistan,Female,Interest,Facebook,0.11,0.05
U0777,Punjab,Male,Consideration,Facebook,0.17,0.04
U0778,Balochistan,Male,Purchase,YouTube,0.15,0.18
U0779,Gilgit-Baltistan,Female,Consideration,Facebook,0.02,0.12
U0780,KPK,Other,Interest,TikTok,0.07,0.19
U0781,KPK,Female,Loyalty,Facebook,0.03,0.13
U0782,Sindh,Female,Awareness,Instagram,0.22,0.12
U0783,Punjab,Female,Interest,Facebook,0.25,0.05
U0784,Balochistan,Male,Awareness,Facebook,0.19,0.17
U0785,Gilgit-Baltistan,Male,Loyalty,Facebook,0.12,0.14
U0786,Balochistan,Female,Awareness,YouTube,0.03,0.17
U0787,Sindh,Female,Purchase,Instagram,0.18,0.13
U0788,KPK,Female,Loyalty,Instagram,0.12,0.13
U0789,Punjab,Female,Awareness,YouTube,0.06,0.18
U0790,Punjab,Other,Interest,Instagram,0.08,0.16
U0791,Balochistan,Male,Loyalty,Instagram,0.17,0.04
U0792,KPK,Female,Consideration,Facebook,0.07,0.08
U0793,KPK,Other,Loyalty,Facebook,0.18,0.14
U0794,Sindh,Other,Loyalty,Instagram,0.21,0.16
U0795,Gilgit-Baltistan,Female,Interest,Facebook,0.08,0.13
U0796,Gilgit-Baltistan,Female,Awareness,YouTube,0.15,0.03
U0797,KPK,Other,Awareness,TikTok,0.24,0.16
U0798,KPK,Male,Loyalty,Instagram,0.04,0.13
U0799,Gilgit-Baltistan,Male,Loyalty,Facebook,0.01,0.02
U0800,Balochistan,Other,Loyalty,TikTok,0.2,0.14
U0801,Punjab,Male,Consideration,TikTok,0.07,0.13
U0802,KPK,Male,Consideration,TikTok,0.19,0.08
U0803,Balochistan,Male,Awareness,YouTube,0.06,0.07
U0804,Gilgit-Baltistan,Female,Consideration,TikTok,0.18,0.07
U0805,KPK,Female,Awareness,YouTube,0.04,0.04
U0806,Sindh,Other,Consideration,Facebook,0.2,0.16
U0807,Gilgit-Baltistan,Other,Purchase,Instagram,0.19,0.09
U0808,Balochistan,Male,Interest,YouTube,0.09,0.18
U0809,KPK,Male,Interest,YouTube,0.15,0.07
U0810,Punjab,Other,Awareness,Facebook,0.13,0.06
U0811,Sindh,Other,Loyalty,Facebook,0.08,0.07
U0812,Balochistan,Male,Consideration,TikTok,0.22,0.04
U0813,Sindh,Other,Purchase,YouTube,0.11,0.12
U0814,Balochistan,Other,Purchase,Instagram,0.21,0.1
U0815,KPK,Female,Loyalty,Instagram,0.15,0.17
U0816,Balochistan,Male,Purchase,YouTube,0.19,0.14
U0817,Punjab,Other,Awareness,Instagram,0.01,0.1
U0818,Sindh,Other,Consideration,TikTok,0.14,0.11
U0819,Balochistan,Other,Loyalty,Instagram,0.03,0.09
U0820,KPK,Male,Interest,Facebook,0.12,0.02
U0821,KPK,Male,Consideration,Instagram,0.23,0.03
U0822,Punjab,Female,Consideration,TikTok,0.07,0.04
U0823,Punjab,Other,Loyalty,YouTube,0.02,0.06
U0824,Punjab,Male,Interest,TikTok,0.06,0.17
U0825,KPK,Female,Consideration,YouTube,0.15,0.07
U0826,Sindh,Other,Consideration,TikTok,0.14,0.05
U0827,Balochistan,Male,Awareness,Instagram,0.19,0.16
U0828,KPK,Male,Loyalty,TikTok,0.16,0.04
U0829,Sindh,Female,Consideration,YouTube,0.22,0.02
U0830,Sindh,Male,Loyalty,TikTok,0.14,0.16
U0831,Balochistan,Other,Purchase,Facebook,0.12,0.2
U0832,Gilgit-Baltistan,Other,Loyalty,YouTube,0.19,0.13
U0833,Sindh,Other,Interest,TikTok,0.14,0.1
U0834,Balochistan,Male,Loyalty,Facebook,0.11,0.1
U0835,Sindh,Male,Loyalty,Instagram,0.21,0.02
U0836,Sindh,Male,Interest,YouTube,0.14,0.07
U0837,KPK,Male,Purchase,Instagram,0.1,0.04
U0838,Punjab,Male,Consideration,TikTok,0.06,0.04
U0839,Sindh,Female,Purchase,TikTok,0.19,0.13
U0840,Gilgit-Baltistan,Female,Interest,YouTube,0.19,0.17
U0841,Gilgit-Baltistan,Male,Loyalty,TikTok,0.05,0.11
U0842,KPK,Female,Purchase,Instagram,0.06,0.11
U0843,Sindh,Female,Consideration,Facebook,0.19,0.2
U0844,Sindh,Male,Loyalty,Instagram,0.17,0.17
U0845,Punjab,Male,Purchase,YouTube,0.13,0.12
U0846,Gilgit-Baltistan,Male,Loyalty,TikTok,0.18,0.05
U0847,Gilgit-Baltistan,Female,Purchase,Instagram,0.13,0.1
U0848,Balochistan,Male,Awareness,TikTok,0.16,0.11
U0849,Balochistan,Female,Consideration,Instagram,0.22,0.2
U0850,KPK,Male,Interest,Instagram,0.24,0.03
U0851,Sindh,Other,Interest,Facebook,0.19,0.14
U0852,Gilgit-Baltistan,Male,Awareness,Instagram,0.07,0.07
U0853,Sindh,Other,Loyalty,YouTube,0.03,0.04
U0854,Sindh,Other,Loyalty,Facebook,0.21,0.09
U0855,Gilgit-Baltistan,Male,Consideration,YouTube,0.02,0.01
U0856,KPK,Male,Loyalty,TikTok,0.24,0.07
U0857,Gilgit-Baltistan,Female,Interest,Instagram,0.15,0.2
U0858,KPK,Other,Awareness,YouTube,0.15,0.13
U0859,Gilgit-Baltistan,Other,Awareness,TikTok,0.09,0.11
U0860,Sindh,Male,Loyalty,Instagram,0.1,0.05
U0861,Punjab,Male,Awareness,Instagram,0.02,0.16
U0862,KPK,Male,Loyalty,Instagram,0.03,0.17
U0863,Gilgit-Baltistan,Other,Purchase,TikTok,0.1,0.02
U0864,Gilgit-Baltistan,Male,Interest,YouTube,0.25,0.05
U0865,Punjab,Other,Loyalty,YouTube,0.06,0.04
U0866,KPK,Female,Consideration,YouTube,0.07,0.15
U0867,Punjab,Male,Interest,Facebook,0.18,0.12
U0868,KPK,Female,Interest,Instagram,0.16,0.07
U0869,Gilgit-Baltistan,Other,Loyalty,Instagram,0.15,0.02
U0870,Gilgit-Baltistan,Other,Loyalty,Facebook,0.19,0.08
U0871,Punjab,Male,Purchase,Instagram,0.13,0.04
U0872,Punjab,Other,Purchase,Instagram,0.02,0.09
U0873,Punjab,Other,Consideration,TikTok,0.25,0.07
U0874,Sindh,Other,Purchase,TikTok,0.08,0.18
U0875,Punjab,Other,Purchase,TikTok,0.19,0.17
U0876,Punjab,Other,Consideration,Facebook,0.19,0.12
U0877,Gilgit-Baltistan,Female,Loyalty,Facebook,0.17,0.03
U0878,Punjab,Female,Interest,Instagram,0.13,0.02
U0879,Sindh,Male,Awareness,Facebook,0.05,0.05
U0880,KPK,Female,Loyalty,Instagram,0.07,0.11
U0881,Gilgit-Baltistan,Male,Awareness,YouTube,0.02,0.19
U0882,Sindh,Female,Consideration,TikTok,0.22,0.19
U0883,KPK,Male,Purchase,TikTok,0.14,0.03
U0884,Punjab,Male,Purchase,Instagram,0.05,0.09
U0885,Punjab,Female,Awareness,YouTube,0.08,0.16
U0886,Punjab,Other,Consideration,Instagram,0.03,0.1
U0887,Punjab,Male,Consideration,YouTube,0.02,0.03
U0888,Sindh,Female,Loyalty,Instagram,0.13,0.19
